param x [*,*]
:     0       1           2           3           4           5           6  :=
0     0     0           0           0           0           0           0
1     0     0           0           0           0           0           0
2     0     0           0           0           0           0           0
3     0     0           0           0           0           0           0
4     0     0           0           0           0           0           0
5     0     0           0           0           0           0           0
6     0     0           0           0           0           0           0
7     0     0           0           0         -64.0297      0           0
8     0     0           0           0         -62.6814      0           0
9     0     0           0           0         -61.3257      0           0
10    0     0           0           0         -59.964       0           0
11    0     0           0           0         -58.6023      0           0
12    0     0           0           0         -57.2451     -6.43115     0
13    0     0           0           0         -55.8894     -8.3157      0
14    0     0           0           0         -54.5406    -10.1434      0
15    0     0           0           0         -53.1909    -11.9649      0
16    0     0           0           0         -51.8348    -13.7405      0
17    0     0           0           0         -50.4796    -15.4996      0
18    0     0           0           0         -49.1296    -17.166       0
19    0     0           0           0         -47.783     -18.8197      0
20    0     0           0           0         -46.4485    -20.4275      0
21    0     0           0           0         -45.1153    -22.0301      0
22    0     0           0           0         -43.7853    -23.6194      0
23    0     0           0           0         -42.4642    -25.2228      0
24    0     0           0           0         -41.1514    -26.8412      0
25    0     0           0           0         -39.8526    -28.4644      0
26    0     0           0           0         -38.5603    -30.09        0
27    0     0           0           0         -37.2613    -31.719       0
28    0     0           0           0         -35.9574    -33.3508      0
29    0     0           0           0         -34.6454    -34.9774      0
30    0     0           0           0         -33.3291    -36.6011      0
31    0     0           0           0         -32.011     -38.2256      0
32    0     0           0           0         -30.6874    -39.8526      0
33    0     0           0           0         -29.3631    -41.4786      0
34    0     0           0           0         -28.0366    -43.1023      0
35    0     0           0           0         -26.7091    -44.7299      0
36    0     0           0           0         -25.3794    -46.3655      0
37    0     0           0           0         -24.0507    -48.0057      0
38    0     0           0           0         -22.7232    -49.6513      0
39    0     0           0           0         -21.3973    -51.3029      0
40    0     0           0           0         -20.0722    -52.9597      0
41    0     0           0           0         -18.7464    -54.6167      0
42    0     0           0           0         -17.4082    -56.2743      0
43    0     0           0           0         -16.0696    -57.9214      0
44    0     0           0           0         -14.7302    -59.5309      0
45    0     0           0           0         -13.3866    -61.1387      0
46    0     0           0           0         -12.0288    -62.7405      0
47    0     0           0           0         -10.6702    -64.3408      0
48    0     0           0           0          -9.30924     0           0
49    0     0           0           0          -7.94773     0           0
50    0     0           0           0          -6.58411     0           0
51    0     0           0           0          -5.22502     0           0
52    0     0           0           0           0           0           0
53    0     0           0           0           0           0           0
54    0     0           0           0           0           0           0
55    0     0           0           0           0           0           0
56    0     0           0           0           0           0           0
57    0     0           0           0           0           0           0
58    0     0           0           0           0           0           0
59    0     0           0           0           0           0           0
60    0     0           0           0           0           0           0
61    0     0           0           0           0           0           0
62    0     0           0           0           0           0           0
63    0     0           0           0           0           0           0
64    0     0           0           0           0           0           0
65    0     0           0           0           0           0           0
66    0     0           0           0           0           0           0
67    0     0           0           0           0           0           0
68    0     0           0           0           0           0           0
69    0     0           0           0           0           0           0
70    0     0           0           0           0           0           0
71    0     0           0           0           0           0           0
72    0     0           0           0           0           0           0
