0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.4817,0,-33.1572,0,0,-6.36491,0,0,0,0,0,-44.9377,0,0,-47.5763,0,0,0,0,0,0,0,0,0,0,0,-12.8731,0,0,-43.4461,0,0,-36.4916,0,0,0,0,0,-48.0538,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.5202,0,-31.5982,0,0,-5.1857,0,0,0,0,0,-46.5507,0,0,-46.1856,0,0,0,0,0,0,0,0,0,0,0,-11.2771,0,0,-41.529,0,0,-34.8469,0,0,0,0,0,-49.6848,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.5599,0,-30.0381,0,0,0,0,0,0,-5.98751,0,-48.1776,0,0,-44.7913,0,0,0,0,0,0,0,0,0,0,0,-9.67897,0,0,-39.5915,0,0,-33.2015,0,0,0,0,0,-51.3206,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42.6032,0,-28.4754,0,0,0,0,0,0,-7.74074,0,-49.8412,0,0,-43.387,0,0,0,0,0,0,0,0,0,0,0,-8.07561,0,0,-37.5939,0,0,-31.5542,0,0,0,0,0,-52.9702,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.6397,0,-26.9097,0,0,0,0,0,0,-9.49691,0,-51.517,0,0,-41.9789,0,0,0,0,0,0,0,0,0,0,0,-6.4748,0,0,-35.5969,0,0,-29.9023,0,0,0,0,0,-54.6272,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.6661,0,-25.3401,0,0,0,0,0,0,-11.2571,0,-53.2106,0,0,-40.5647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.6007,0,0,-28.2438,0,0,0,0,0,-56.2944,0
0,0,0,0,-64.0297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.6998,0,-23.7671,0,0,0,0,0,0,-13.0154,0,-54.9282,0,0,-39.1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.7148,0,0,-26.5805,0,0,0,0,0,-57.9531,0
0,0,0,0,-62.6814,0,0,0,0,0,0,0,0,0,0,-5.74688,0,0,0,0,0,0,0,0,-46.7397,0,-22.1915,0,0,0,0,0,0,-14.7721,0,-56.666,0,0,-37.7412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.9216,0,0,-24.9137,0,0,0,0,0,-59.6051,0
0,0,0,0,-61.3257,0,0,0,-5.88128,0,0,0,0,0,0,-7.61325,0,0,0,0,0,0,0,0,-47.7862,0,-20.6248,0,0,0,0,0,0,-16.5253,0,-58.4123,0,0,-36.3425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.1689,0,0,-23.2521,0,0,0,0,0,-61.2509,0
